ibgeID,city,population,regex
2907558,Caturama,9329,^[^A-Z]*CATURAMA[^A-Z]*$
2908804,Contendas do Sincorá,4066,^[^A-Z]*CONTENDAS[^A-Z]+DO[^A-Z]+SINCORÁ[^A-Z]*$
2908804,Contendas do Sincorá,4066,^[^A-Z]*CONTENDAS[^A-Z]+DO[^A-Z]+SINCORA[^A-Z]*$
2910057,Dias d'Ávila,81089,^[^A-Z]*DIAS[^A-Z]+D[^A-Z]*ÁVILA[^A-Z]*$
2910057,Dias d'Ávila,81089,^[^A-Z]*DIAS[^A-Z]+D[^A-Z]*AVILA[^A-Z]*$
2933109,Várzea do Poço,9170,^[^A-Z]*VÁRZEA[^A-Z]+DO[^A-Z]+POÇO[^A-Z]*$
2933109,Várzea do Poço,9170,^[^A-Z]*VARZEA[^A-Z]+DO[^A-Z]+POCO[^A-Z]*$
2930758,Sítio do Mato,13012,^[^A-Z]*SÍTIO[^A-Z]+DO[^A-Z]+MATO[^A-Z]*$
2930758,Sítio do Mato,13012,^[^A-Z]*SITIO[^A-Z]+DO[^A-Z]+MATO[^A-Z]*$
2926707,Rio de Contas,12989,^[^A-Z]*RIO[^A-Z]+DE[^A-Z]+CONTAS[^A-Z]*$
2924900,Planaltino,9322,^[^A-Z]*PLANALTINO[^A-Z]*$
2919009,Lajedinho,3783,^[^A-Z]*LAJEDINHO[^A-Z]*$
2918753,Lagoa Real,15665,^[^A-Z]*LAGOA[^A-Z]+REAL[^A-Z]*$
2914208,Irajuba,7260,^[^A-Z]*IRAJUBA[^A-Z]*$
2914109,Ipupiara,9865,^[^A-Z]*IPUPIARA[^A-Z]*$
2913101,Ibititá,17113,^[^A-Z]*IBITITÁ[^A-Z]*$
2913101,Ibititá,17113,^[^A-Z]*IBITITA[^A-Z]*$
